"global_step","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - _step","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - _step__MIN","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - _step__MAX","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - episodic_stats/failure_2_last","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - _step","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - _step__MIN","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - _step__MAX","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - episodic_stats/failure_2_last","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - _step","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - _step__MIN","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - _step__MAX","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - episodic_stats/failure_2_last","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - _step","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - _step__MIN","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - _step__MAX","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - episodic_stats/failure_2_last","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - _step","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - _step__MIN","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - _step__MAX","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - episodic_stats/failure_2_last","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - _step","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - _step__MIN","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - _step__MAX","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - episodic_stats/failure_2_last","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - _step","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - _step__MIN","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - _step__MAX","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - episodic_stats/failure_2_last","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - episodic_stats/failure_2_last__MAX"
"358400000","","","","","","","","","","","","","","","","","","","251","251","251","0.0373046875","0.029296875","0.04150390625","","","","","","","495","495","495","0.0361328125","0.0302734375","0.04296875","","","","","",""
"359424000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","496","496","496","0.0322265625","0.029296875","0.037109375","","","","","",""
"360448000","63","63","63","0.98006591796875","0.9757080078125","0.986328125","63","63","63","0.169775390625","0.091064453125","0.242431640625","63","63","63","0.0556396484375","0.045654296875","0.07080078125","","","","","","","126","126","126","0.039501953125","0.033203125","0.044189453125","","","","","","","63","63","63","0.04498291015625","0.036865234375","0.06103515625"
"361472000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","499","499","499","0.0369140625","0.03125","0.0390625","","","","","",""
"362496000","","","","","","","","","","","","","","","","","","","254","254","254","0.03984375","0.03076171875","0.0439453125","","","","","","","500","500","500","0.0373046875","0.033203125","0.0400390625","","","","","",""
"363520000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","502","502","502","0.0375","0.03125","0.046875","","","","","",""
"364544000","","","","","","","","","","","","","","","","","","","255","255","255","0.0388671875","0.0341796875","0.04638671875","127","127","127","0.040380859375","0.03125","0.050048828125","503","503","503","0.0375","0.0283203125","0.044921875","","","","","",""
"365568000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","504","504","504","0.0390625","0.03125","0.046875","","","","","",""
"366592000","","","","","","","","","","","","","","","","","","","257","257","257","0.04443359375","0.03955078125","0.05224609375","","","","","","","505","505","505","0.033984375","0.0283203125","0.0380859375","","","","","",""
"367616000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","506","506","506","0.0357421875","0.0185546875","0.0419921875","","","","","",""
"368640000","64","64","64","0.97891845703125","0.970947265625","0.98291015625","64","64","64","0.1515869140625","0.0986328125","0.20263671875","64","64","64","0.05517578125","0.0474853515625","0.0684814453125","258","258","258","0.03701171875","0.0283203125","0.046875","129","129","129","0.040625","0.039306640625","0.04296875","508","508","508","0.043359375","0.037109375","0.0478515625","64","64","64","0.0442138671875","0.0357666015625","0.0592041015625"
"369664000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","509","509","509","0.037109375","0.033203125","0.0419921875","","","","","",""
"370688000","","","","","","","","","","","","","","","","","","","259","259","259","0.03671875","0.02978515625","0.046875","","","","","","","510","510","510","0.0353515625","0.02734375","0.0419921875","","","","","",""
"371712000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","512","512","0.0375","0.0224609375","0.048828125","","","","","",""
"372736000","","","","","","","","","","","","","","","","","","","261","261","261","0.03583984375","0.03076171875","0.04150390625","130","130","130","0.039306640625","0.0361328125","0.045166015625","513","513","513","0.037109375","0.0341796875","0.041015625","","","","","",""
"373760000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","515","515","515","0.0435546875","0.037109375","0.0478515625","","","","","",""
"374784000","","","","","","","","","","","","","","","","","","","262","262","262","0.03955078125","0.03515625","0.044921875","","","","","","","516","516","516","0.0306640625","0.029296875","0.0322265625","","","","","",""
"375808000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","517","517","517","0.0337890625","0.0322265625","0.0361328125","","","","","",""
"376832000","","","","","","","","","","","","","","","","","","","264","264","264","0.04326171875","0.03662109375","0.05126953125","","","","","","","519","519","519","0.0365234375","0.033203125","0.0419921875","","","","","",""
"377856000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","520","520","520","0.038671875","0.0341796875","0.048828125","","","","","",""
"378880000","","","","","","","","","","","","","","","","","","","265","265","265","0.0357421875","0.03173828125","0.0390625","","","","","","","","","","","","","","","","","",""
"379904000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","523","523","523","0.03515625","0.02734375","0.04296875","","","","","",""
"380928000","","","","","","","","","","","","","","","","","","","266","266","266","0.03740234375","0.03271484375","0.04541015625","133","133","133","0.03642578125","0.03076171875","0.0458984375","524","524","524","0.0373046875","0.0283203125","0.0419921875","","","","","",""
"381952000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","526","526","526","0.0349609375","0.0302734375","0.041015625","","","","","",""
"382976000","","","","","","","","","","","","","","","","","","","268","268","268","0.03623046875","0.0302734375","0.04150390625","","","","","","","527","527","527","0.0384765625","0.033203125","0.0458984375","","","","","",""
"385024000","67","67","67","0.97447509765625","0.96728515625","0.982421875","67","67","67","0.137255859375","0.086181640625","0.18505859375","67","67","67","0.0492919921875","0.0374755859375","0.0653076171875","269","269","269","0.037890625","0.03125","0.04345703125","134","134","134","0.03623046875","0.03125","0.0400390625","530","530","530","0.037109375","0.033203125","0.0439453125","67","67","67","0.04224853515625","0.033447265625","0.0684814453125"
"386048000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","531","531","531","0.0396484375","0.0341796875","0.0537109375","","","","","",""
"387072000","","","","","","","","","","","","","","","","","","","271","271","271","0.0400390625","0.03564453125","0.0478515625","","","","","","","533","533","533","0.0341796875","0.0234375","0.0458984375","","","","","",""
"388096000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","534","534","534","0.035546875","0.033203125","0.0390625","","","","","",""
"389120000","","","","","","","","","","","","","","","","","","","272","272","272","0.03662109375","0.03125","0.04150390625","136","136","136","0.037646484375","0.037353515625","0.0380859375","","","","","","","","","","","",""
"390144000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","537","537","537","0.0322265625","0.0234375","0.0380859375","","","","","",""
"391168000","","","","","","","","","","","","","","","","","","","273","273","273","0.0376953125","0.033203125","0.044921875","","","","","","","538","538","538","0.035546875","0.0302734375","0.0400390625","","","","","",""
"392192000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","540","540","540","0.041796875","0.03125","0.056640625","","","","","",""
"393216000","68","68","68","0.97193603515625","0.963134765625","0.9796142578125","68","68","68","0.1287353515625","0.084716796875","0.1669921875","68","68","68","0.050244140625","0.0384521484375","0.0693359375","275","275","275","0.03837890625","0.03271484375","0.04248046875","137","137","137","0.04033203125","0.033935546875","0.044677734375","541","541","541","0.03984375","0.033203125","0.05078125","68","68","68","0.04366455078125","0.0367431640625","0.0572509765625"
"394240000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","542","542","542","0.035546875","0.0244140625","0.044921875","","","","","",""
"395264000","","","","","","","","","","","","","","","","","","","276","276","276","0.0388671875","0.03466796875","0.04443359375","","","","","","","544","544","544","0.0345703125","0.025390625","0.0419921875","","","","","",""
"396288000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","545","545","545","0.0357421875","0.0283203125","0.0419921875","","","","","",""
"397312000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","547","547","547","0.0451171875","0.0419921875","0.0478515625","","","","","",""
"398336000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","548","548","548","0.0365234375","0.033203125","0.041015625","","","","","",""
"399360000","","","","","","","","","","","","","","","","","","","279","279","279","0.03408203125","0.025390625","0.041015625","","","","","","","549","549","549","0.036328125","0.0322265625","0.044921875","","","","","",""
"400384000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","551","551","551","0.0359375","0.0302734375","0.0419921875","","","","","",""
"401408000","70","70","70","0.9691650390625","0.95703125","0.9791259765625","70","70","70","0.128515625","0.0899658203125","0.1646728515625","70","70","70","0.0462646484375","0.0380859375","0.0625","280","280","280","0.03310546875","0.0302734375","0.03857421875","140","140","140","0.037890625","0.0322265625","0.043212890625","552","552","552","0.0376953125","0.03125","0.052734375","70","70","70","0.0432861328125","0.03466796875","0.056640625"
"402432000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","554","554","554","0.0486328125","0.0419921875","0.0556640625","","","","","",""
"403456000","","","","","","","","","","","","","","","","","","","282","282","282","0.03466796875","0.03076171875","0.03857421875","","","","","","","555","555","555","0.041015625","0.0361328125","0.046875","","","","","",""
"404480000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","556","556","556","0.0369140625","0.03125","0.0439453125","","","","","",""
"405504000","","","","","","","","","","","","","","","","","","","283","283","283","0.03525390625","0.029296875","0.0419921875","141","141","141","0.037548828125","0.032470703125","0.047607421875","558","558","558","0.0412109375","0.0361328125","0.0439453125","","","","","",""
"406528000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","559","559","559","0.037109375","0.03515625","0.0390625","","","","","",""
"408576000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","562","562","562","0.03984375","0.03125","0.05078125","","","","","",""
"409600000","71","71","71","0.96431884765625","0.9493408203125","0.978515625","71","71","71","0.125634765625","0.0892333984375","0.1544189453125","71","71","71","0.0485595703125","0.040771484375","0.0631103515625","286","286","286","0.03447265625","0.02783203125","0.03857421875","143","143","143","0.03837890625","0.035400390625","0.042724609375","563","563","563","0.0326171875","0.03125","0.03515625","71","71","71","0.044482421875","0.037109375","0.06005859375"
"410624000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","565","565","565","0.03671875","0.033203125","0.0419921875","","","","","",""
"411648000","","","","","","","","","","","","","","","","","","","287","287","287","0.0365234375","0.0302734375","0.04296875","","","","","","","566","566","566","0.0353515625","0.03125","0.0400390625","","","","","",""
"413696000","","","","","","","","","","","","","","","","","","","289","289","289","0.03642578125","0.03076171875","0.041015625","144","144","144","0.035498046875","0.03173828125","0.03955078125","569","569","569","0.0326171875","0.0263671875","0.0400390625","","","","","",""
"414720000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","570","570","570","0.0341796875","0.0234375","0.0390625","","","","","",""
"415744000","","","","","","","","","","","","","","","","","","","290","290","290","0.03525390625","0.029296875","0.04052734375","","","","","","","572","572","572","0.0333984375","0.0302734375","0.037109375","","","","","",""
"416768000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","573","573","573","0.032421875","0.021484375","0.0419921875","","","","","",""
"417792000","72","72","72","0.961328125","0.9468994140625","0.97412109375","72","72","72","0.128662109375","0.08740234375","0.1517333984375","72","72","72","0.0452880859375","0.0379638671875","0.064208984375","291","291","291","0.0373046875","0.03173828125","0.041015625","145","145","145","0.0373046875","0.03076171875","0.041259765625","574","574","574","0.0365234375","0.0283203125","0.048828125","72","72","72","0.0424560546875","0.036376953125","0.0518798828125"
"418816000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","575","575","575","0.0380859375","0.033203125","0.04296875","","","","","",""
"419840000","","","","","","","","","","","","","","","","","","","292","292","292","0.03623046875","0.03369140625","0.0390625","","","","","","","576","576","576","0.033203125","0.0302734375","0.0361328125","","","","","",""
"420864000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","578","578","578","0.0435546875","0.0341796875","0.05078125","","","","","",""
"421888000","","","","","","","","","","","","","","","","","","","293","293","293","0.03759765625","0.03076171875","0.04345703125","146","146","146","0.036572265625","0.03466796875","0.04248046875","579","579","579","0.0333984375","0.015625","0.041015625","","","","","",""
"422912000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","580","580","580","0.033203125","0.02734375","0.04296875","","","","","",""
